1  21.518 s (23 allocations: 1.71 GiB)
2  18.952 s (23 allocations: 1.71 GiB)
3  17.919 s (23 allocations: 1.71 GiB)
4  17.457 s (23 allocations: 1.71 GiB)
5  17.001 s (23 allocations: 1.71 GiB)
6  16.747 s (23 allocations: 1.71 GiB)
7  16.643 s (23 allocations: 1.71 GiB)
8  16.513 s (23 allocations: 1.71 GiB)
9  16.871 s (23 allocations: 1.71 GiB)
10  17.065 s (23 allocations: 1.71 GiB)
11  17.335 s (23 allocations: 1.71 GiB)
12  16.994 s (23 allocations: 1.71 GiB)
13  17.131 s (23 allocations: 1.71 GiB)
14  17.238 s (23 allocations: 1.71 GiB)
15  16.960 s (23 allocations: 1.71 GiB)
16  17.355 s (23 allocations: 1.71 GiB)
17  17.094 s (23 allocations: 1.71 GiB)
18  17.057 s (23 allocations: 1.71 GiB)
19  16.616 s (23 allocations: 1.71 GiB)
20  16.765 s (23 allocations: 1.71 GiB)
21  18.009 s (23 allocations: 1.71 GiB)
22  17.256 s (23 allocations: 1.71 GiB)
23  18.460 s (23 allocations: 1.71 GiB)
24  17.533 s (23 allocations: 1.71 GiB)
25  16.131 s (23 allocations: 1.71 GiB)
26  16.212 s (23 allocations: 1.71 GiB)
27  16.224 s (23 allocations: 1.71 GiB)
28  16.419 s (23 allocations: 1.71 GiB)
29  16.790 s (23 allocations: 1.71 GiB)
30  16.104 s (23 allocations: 1.71 GiB)
31  16.021 s (23 allocations: 1.71 GiB)
32  15.937 s (23 allocations: 1.71 GiB)
33  18.161 s (23 allocations: 1.71 GiB)
34  17.468 s (23 allocations: 1.71 GiB)
35  15.995 s (23 allocations: 1.71 GiB)
36  16.434 s (23 allocations: 1.71 GiB)
37  16.308 s (23 allocations: 1.71 GiB)
38  16.710 s (23 allocations: 1.71 GiB)
39  16.301 s (23 allocations: 1.71 GiB)
40  16.265 s (23 allocations: 1.71 GiB)
41  18.210 s (23 allocations: 1.71 GiB)
42  16.391 s (23 allocations: 1.71 GiB)
43  18.738 s (23 allocations: 1.71 GiB)
44  16.179 s (23 allocations: 1.71 GiB)
45  16.467 s (23 allocations: 1.71 GiB)
46  16.165 s (23 allocations: 1.71 GiB)
47  16.336 s (23 allocations: 1.71 GiB)
48  17.084 s (23 allocations: 1.71 GiB)
49  16.297 s (23 allocations: 1.71 GiB)
50  17.557 s (23 allocations: 1.71 GiB)
51  17.137 s (23 allocations: 1.71 GiB)
52  16.696 s (23 allocations: 1.71 GiB)
53  16.282 s (23 allocations: 1.71 GiB)
54  17.185 s (23 allocations: 1.71 GiB)
55  16.134 s (23 allocations: 1.71 GiB)
56  21.961 s (23 allocations: 1.71 GiB)
57  16.053 s (23 allocations: 1.71 GiB)
58  17.693 s (23 allocations: 1.71 GiB)
59  16.040 s (23 allocations: 1.71 GiB)
60  18.898 s (23 allocations: 1.71 GiB)
61  18.004 s (23 allocations: 1.71 GiB)
62  15.913 s (23 allocations: 1.71 GiB)
63  16.325 s (23 allocations: 1.71 GiB)
64  16.117 s (23 allocations: 1.71 GiB)
65  17.572 s (23 allocations: 1.71 GiB)
66  16.218 s (23 allocations: 1.71 GiB)
67  16.000 s (23 allocations: 1.71 GiB)
68  16.048 s (23 allocations: 1.71 GiB)
69  16.022 s (23 allocations: 1.71 GiB)
70  16.168 s (23 allocations: 1.71 GiB)
71  16.150 s (23 allocations: 1.71 GiB)
72  16.199 s (23 allocations: 1.71 GiB)
