1  752.337 ms (0 allocations: 0 bytes)
2  453.186 ms (0 allocations: 0 bytes)
3  313.455 ms (0 allocations: 0 bytes)
4  231.351 ms (0 allocations: 0 bytes)
5  189.400 ms (0 allocations: 0 bytes)
6  155.400 ms (0 allocations: 0 bytes)
7  138.051 ms (0 allocations: 0 bytes)
8  153.476 ms (0 allocations: 0 bytes)
9  110.479 ms (0 allocations: 0 bytes)
10  99.526 ms (0 allocations: 0 bytes)
11  90.954 ms (0 allocations: 0 bytes)
12  123.023 ms (0 allocations: 0 bytes)
13  100.547 ms (0 allocations: 0 bytes)
14  75.625 ms (0 allocations: 0 bytes)
15  67.320 ms (0 allocations: 0 bytes)
16  64.789 ms (0 allocations: 0 bytes)
17  65.799 ms (0 allocations: 0 bytes)
18  59.472 ms (0 allocations: 0 bytes)
19  54.633 ms (0 allocations: 0 bytes)
20  52.456 ms (0 allocations: 0 bytes)
21  55.782 ms (0 allocations: 0 bytes)
22  44.400 ms (0 allocations: 0 bytes)
23  59.742 ms (0 allocations: 0 bytes)
24  52.280 ms (0 allocations: 0 bytes)
25  59.713 ms (0 allocations: 0 bytes)
26  39.504 ms (0 allocations: 0 bytes)
27  53.077 ms (0 allocations: 0 bytes)
28  72.642 ms (0 allocations: 0 bytes)
29  68.161 ms (0 allocations: 0 bytes)
30  61.469 ms (0 allocations: 0 bytes)
31  44.740 ms (0 allocations: 0 bytes)
32  52.179 ms (0 allocations: 0 bytes)
