1  1.466 ms (6 allocations: 864 bytes)
2  694.901 μs (11 allocations: 1.56 KiB)
3  463.068 μs (16 allocations: 2.30 KiB)
4  351.389 μs (20 allocations: 2.98 KiB)
5  281.751 μs (26 allocations: 3.75 KiB)
6  263.295 μs (31 allocations: 4.47 KiB)
7  203.455 μs (36 allocations: 5.20 KiB)
8  178.171 μs (40 allocations: 5.89 KiB)
9  161.644 μs (46 allocations: 6.66 KiB)
10  174.939 μs (51 allocations: 7.38 KiB)
11  132.803 μs (55 allocations: 8.08 KiB)
12  122.127 μs (61 allocations: 8.83 KiB)
13  113.749 μs (66 allocations: 9.56 KiB)
14  107.635 μs (71 allocations: 10.28 KiB)
15  101.668 μs (76 allocations: 11.02 KiB)
16  104.302 μs (81 allocations: 11.73 KiB)
17  93.515 μs (86 allocations: 12.47 KiB)
18  88.787 μs (91 allocations: 13.19 KiB)
19  86.889 μs (96 allocations: 13.92 KiB)
20  84.957 μs (101 allocations: 14.64 KiB)
21  95.982 μs (106 allocations: 15.38 KiB)
22  76.866 μs (111 allocations: 16.09 KiB)
23  75.653 μs (116 allocations: 16.83 KiB)
24  71.834 μs (121 allocations: 17.55 KiB)
25  69.711 μs (126 allocations: 18.28 KiB)
26  68.800 μs (131 allocations: 19.00 KiB)
27  73.467 μs (136 allocations: 19.73 KiB)
28  68.686 μs (141 allocations: 20.45 KiB)
29  68.011 μs (146 allocations: 21.20 KiB)
30  58.115 μs (151 allocations: 21.92 KiB)
31  62.626 μs (156 allocations: 22.64 KiB)
32  61.879 μs (161 allocations: 23.36 KiB)
33  61.076 μs (166 allocations: 24.11 KiB)
34  66.927 μs (171 allocations: 24.83 KiB)
35  62.101 μs (176 allocations: 25.55 KiB)
36  64.601 μs (181 allocations: 26.27 KiB)
37  54.419 μs (186 allocations: 27.02 KiB)
38  54.092 μs (191 allocations: 27.73 KiB)
39  64.247 μs (196 allocations: 28.45 KiB)
40  67.024 μs (201 allocations: 29.17 KiB)
41  66.192 μs (206 allocations: 29.94 KiB)
42  55.857 μs (211 allocations: 30.66 KiB)
43  57.186 μs (216 allocations: 31.38 KiB)
44  58.216 μs (221 allocations: 32.09 KiB)
45  59.441 μs (226 allocations: 32.81 KiB)
46  67.365 μs (231 allocations: 33.53 KiB)
47  64.935 μs (236 allocations: 34.30 KiB)
48  60.164 μs (241 allocations: 35.02 KiB)
49  64.845 μs (246 allocations: 35.73 KiB)
50  64.446 μs (251 allocations: 36.45 KiB)
51  74.827 μs (256 allocations: 37.17 KiB)
52  77.791 μs (261 allocations: 37.89 KiB)
53  77.727 μs (266 allocations: 38.66 KiB)
54  68.071 μs (271 allocations: 39.38 KiB)
55  79.351 μs (276 allocations: 40.09 KiB)
56  73.238 μs (282 allocations: 40.84 KiB)
57  83.961 μs (286 allocations: 41.53 KiB)
58  77.639 μs (291 allocations: 42.25 KiB)
59  82.507 μs (296 allocations: 43.00 KiB)
60  78.550 μs (301 allocations: 43.72 KiB)
61  87.587 μs (306 allocations: 44.44 KiB)
62  90.529 μs (311 allocations: 45.16 KiB)
63  80.868 μs (316 allocations: 45.92 KiB)
64  88.655 μs (321 allocations: 46.64 KiB)
65  90.019 μs (326 allocations: 47.36 KiB)
66  88.715 μs (331 allocations: 48.08 KiB)
67  87.070 μs (336 allocations: 48.80 KiB)
68  104.639 μs (340 allocations: 49.48 KiB)
69  90.283 μs (346 allocations: 50.28 KiB)
70  86.479 μs (351 allocations: 51.00 KiB)
71  89.135 μs (356 allocations: 51.72 KiB)
72  79.305 μs (361 allocations: 52.44 KiB)
