1  113.758 ms (77 allocations: 38.16 MiB)
2  88.038 ms (130 allocations: 38.16 MiB)
3  78.423 ms (177 allocations: 38.17 MiB)
4  69.111 ms (227 allocations: 38.18 MiB)
5  68.658 ms (277 allocations: 38.18 MiB)
6  64.962 ms (327 allocations: 38.19 MiB)
7  66.884 ms (377 allocations: 38.20 MiB)
8  63.204 ms (434 allocations: 38.21 MiB)
9  63.936 ms (481 allocations: 38.21 MiB)
10  60.687 ms (527 allocations: 38.22 MiB)
11  69.718 ms (596 allocations: 38.23 MiB)
12  65.539 ms (650 allocations: 38.24 MiB)
13  64.215 ms (689 allocations: 38.24 MiB)
14  69.495 ms (749 allocations: 38.25 MiB)
15  68.274 ms (804 allocations: 38.26 MiB)
16  69.386 ms (855 allocations: 38.26 MiB)
17  67.480 ms (901 allocations: 38.27 MiB)
18  67.482 ms (946 allocations: 38.28 MiB)
19  70.245 ms (997 allocations: 38.28 MiB)
20  68.776 ms (1041 allocations: 38.29 MiB)
21  71.681 ms (1102 allocations: 38.30 MiB)
22  69.288 ms (1153 allocations: 38.31 MiB)
23  71.642 ms (1210 allocations: 38.31 MiB)
24  68.300 ms (1257 allocations: 38.32 MiB)
25  71.282 ms (1307 allocations: 38.33 MiB)
26  64.097 ms (1327 allocations: 38.33 MiB)
27  70.714 ms (1379 allocations: 38.34 MiB)
28  69.944 ms (1454 allocations: 38.35 MiB)
29  70.275 ms (1477 allocations: 38.36 MiB)
30  90.266 ms (1551 allocations: 38.36 MiB)
31  89.279 ms (1580 allocations: 38.37 MiB)
32  85.446 ms (1632 allocations: 38.38 MiB)
