1  1.689 s (23 allocations: 175.48 MiB)
2  1.464 s (23 allocations: 175.48 MiB)
3  1.345 s (23 allocations: 175.48 MiB)
4  1.305 s (23 allocations: 175.48 MiB)
5  1.322 s (23 allocations: 175.48 MiB)
6  1.269 s (23 allocations: 175.48 MiB)
7  1.281 s (23 allocations: 175.48 MiB)
8  1.272 s (23 allocations: 175.48 MiB)
9  1.275 s (23 allocations: 175.48 MiB)
10  1.287 s (23 allocations: 175.48 MiB)
11  1.285 s (23 allocations: 175.48 MiB)
12  1.312 s (23 allocations: 175.48 MiB)
13  1.315 s (23 allocations: 175.48 MiB)
14  1.152 s (23 allocations: 175.48 MiB)
15  1.131 s (23 allocations: 175.48 MiB)
16  1.133 s (23 allocations: 175.48 MiB)
17  1.178 s (23 allocations: 175.48 MiB)
18  1.300 s (23 allocations: 175.48 MiB)
19  1.321 s (23 allocations: 175.48 MiB)
20  1.131 s (23 allocations: 175.48 MiB)
21  1.416 s (23 allocations: 175.48 MiB)
22  1.309 s (23 allocations: 175.48 MiB)
23  1.317 s (23 allocations: 175.48 MiB)
24  1.181 s (23 allocations: 175.48 MiB)
25  1.290 s (23 allocations: 175.48 MiB)
26  1.220 s (23 allocations: 175.48 MiB)
27  1.362 s (23 allocations: 175.48 MiB)
28  1.310 s (23 allocations: 175.48 MiB)
29  1.332 s (23 allocations: 175.48 MiB)
30  1.107 s (23 allocations: 175.48 MiB)
31  1.165 s (23 allocations: 175.48 MiB)
32  1.340 s (23 allocations: 175.48 MiB)
33  1.142 s (23 allocations: 175.48 MiB)
34  1.212 s (23 allocations: 175.48 MiB)
35  1.394 s (23 allocations: 175.48 MiB)
36  1.328 s (23 allocations: 175.48 MiB)
