1  154.435 ms (17 allocations: 38.15 MiB)
2  163.331 ms (17 allocations: 38.15 MiB)
3  165.624 ms (17 allocations: 38.15 MiB)
4  168.274 ms (17 allocations: 38.15 MiB)
5  161.979 ms (17 allocations: 38.15 MiB)
6  165.282 ms (17 allocations: 38.15 MiB)
7  165.104 ms (17 allocations: 38.15 MiB)
8  159.832 ms (17 allocations: 38.15 MiB)
9  163.837 ms (17 allocations: 38.15 MiB)
10  162.578 ms (17 allocations: 38.15 MiB)
11  165.715 ms (17 allocations: 38.15 MiB)
12  167.786 ms (17 allocations: 38.15 MiB)
13  162.597 ms (17 allocations: 38.15 MiB)
14  165.600 ms (17 allocations: 38.15 MiB)
15  163.706 ms (17 allocations: 38.15 MiB)
16  165.659 ms (17 allocations: 38.15 MiB)
17  169.051 ms (17 allocations: 38.15 MiB)
18  169.120 ms (17 allocations: 38.15 MiB)
19  166.333 ms (17 allocations: 38.15 MiB)
20  167.503 ms (17 allocations: 38.15 MiB)
21  165.102 ms (17 allocations: 38.15 MiB)
22  168.086 ms (17 allocations: 38.15 MiB)
23  166.608 ms (17 allocations: 38.15 MiB)
24  168.777 ms (17 allocations: 38.15 MiB)
25  167.059 ms (17 allocations: 38.15 MiB)
26  166.978 ms (17 allocations: 38.15 MiB)
27  167.570 ms (17 allocations: 38.15 MiB)
28  166.135 ms (17 allocations: 38.15 MiB)
29  166.079 ms (17 allocations: 38.15 MiB)
30  167.232 ms (17 allocations: 38.15 MiB)
31  170.460 ms (17 allocations: 38.15 MiB)
32  167.817 ms (17 allocations: 38.15 MiB)
