1  8.116 ms (83 allocations: 3.82 MiB)
2  6.946 ms (147 allocations: 3.83 MiB)
3  6.193 ms (203 allocations: 3.84 MiB)
4  6.245 ms (258 allocations: 3.85 MiB)
5  5.311 ms (313 allocations: 3.86 MiB)
6  5.687 ms (358 allocations: 3.86 MiB)
7  5.475 ms (416 allocations: 3.87 MiB)
8  5.495 ms (468 allocations: 3.88 MiB)
9  5.094 ms (523 allocations: 3.89 MiB)
10  5.419 ms (578 allocations: 3.90 MiB)
11  4.952 ms (633 allocations: 3.90 MiB)
12  5.483 ms (688 allocations: 3.91 MiB)
13  5.192 ms (743 allocations: 3.92 MiB)
14  5.145 ms (803 allocations: 3.93 MiB)
15  5.110 ms (861 allocations: 3.93 MiB)
16  5.236 ms (916 allocations: 3.94 MiB)
17  4.901 ms (963 allocations: 3.95 MiB)
18  5.282 ms (1026 allocations: 3.96 MiB)
19  5.427 ms (1081 allocations: 3.97 MiB)
20  5.425 ms (1136 allocations: 3.97 MiB)
21  5.412 ms (1191 allocations: 3.98 MiB)
22  5.229 ms (1247 allocations: 3.99 MiB)
23  5.337 ms (1296 allocations: 4.00 MiB)
24  5.314 ms (1351 allocations: 4.00 MiB)
25  5.371 ms (1408 allocations: 4.01 MiB)
26  5.458 ms (1466 allocations: 4.02 MiB)
27  5.488 ms (1515 allocations: 4.03 MiB)
28  5.400 ms (1568 allocations: 4.04 MiB)
29  5.400 ms (1625 allocations: 4.04 MiB)
30  5.375 ms (1681 allocations: 4.05 MiB)
31  5.467 ms (1733 allocations: 4.06 MiB)
32  5.496 ms (1788 allocations: 4.07 MiB)
