1  1.272 s (17 allocations: 3.71 MiB)
2  956.758 ms (17 allocations: 3.71 MiB)
3  1.036 s (17 allocations: 3.71 MiB)
4  905.399 ms (17 allocations: 3.71 MiB)
5  1.179 s (17 allocations: 3.71 MiB)
6  1.302 s (17 allocations: 3.71 MiB)
7  1.270 s (17 allocations: 3.71 MiB)
8  1.410 s (17 allocations: 3.71 MiB)
9  1.373 s (17 allocations: 3.71 MiB)
10  1.156 s (17 allocations: 3.71 MiB)
11  1.171 s (17 allocations: 3.71 MiB)
12  1.011 s (17 allocations: 3.71 MiB)
13  915.742 ms (17 allocations: 3.71 MiB)
14  1.098 s (17 allocations: 3.71 MiB)
15  1.057 s (17 allocations: 3.71 MiB)
16  976.906 ms (17 allocations: 3.71 MiB)
17  983.675 ms (17 allocations: 3.71 MiB)
18  1.074 s (17 allocations: 3.71 MiB)
19  1.009 s (17 allocations: 3.71 MiB)
20  1.165 s (17 allocations: 3.71 MiB)
21  1.260 s (17 allocations: 3.71 MiB)
22  1.066 s (17 allocations: 3.71 MiB)
23  1.047 s (17 allocations: 3.71 MiB)
24  734.010 ms (17 allocations: 3.71 MiB)
25  898.405 ms (17 allocations: 3.71 MiB)
26  882.836 ms (17 allocations: 3.71 MiB)
27  805.162 ms (17 allocations: 3.71 MiB)
28  1.110 s (17 allocations: 3.71 MiB)
29  919.566 ms (17 allocations: 3.71 MiB)
30  958.880 ms (17 allocations: 3.71 MiB)
31  782.708 ms (17 allocations: 3.71 MiB)
32  1.003 s (17 allocations: 3.71 MiB)
