1  38.764 s (17 allocations: 37.02 MiB)
2  23.990 s (17 allocations: 37.02 MiB)
3  18.899 s (17 allocations: 37.02 MiB)
4  16.214 s (17 allocations: 37.02 MiB)
5  15.500 s (17 allocations: 37.02 MiB)
6  14.600 s (17 allocations: 37.02 MiB)
7  13.994 s (17 allocations: 37.02 MiB)
8  13.717 s (17 allocations: 37.02 MiB)
9  15.192 s (17 allocations: 37.02 MiB)
10  13.244 s (17 allocations: 37.02 MiB)
11  15.333 s (17 allocations: 37.02 MiB)
12  15.590 s (17 allocations: 37.02 MiB)
13  14.912 s (17 allocations: 37.02 MiB)
14  15.004 s (17 allocations: 37.02 MiB)
15  13.005 s (17 allocations: 37.02 MiB)
16  16.030 s (17 allocations: 37.02 MiB)
17  18.714 s (17 allocations: 37.02 MiB)
18  16.021 s (17 allocations: 37.02 MiB)
19  16.261 s (17 allocations: 37.02 MiB)
20  17.542 s (17 allocations: 37.02 MiB)
21  16.953 s (17 allocations: 37.02 MiB)
22  14.133 s (17 allocations: 37.02 MiB)
23  14.001 s (17 allocations: 37.02 MiB)
24  16.457 s (17 allocations: 37.02 MiB)
25  19.617 s (17 allocations: 37.02 MiB)
26  16.990 s (17 allocations: 37.02 MiB)
27  16.408 s (17 allocations: 37.02 MiB)
28  17.125 s (17 allocations: 37.02 MiB)
29  16.945 s (17 allocations: 37.02 MiB)
30  14.936 s (17 allocations: 37.02 MiB)
31  14.924 s (17 allocations: 37.02 MiB)
32  16.563 s (17 allocations: 37.02 MiB)
