1,,598.579,ms,(0,allocations:,0,bytes)
2,,317.829,ms,(0,allocations:,0,bytes)
3,,224.727,ms,(0,allocations:,0,bytes)
4,,187.738,ms,(0,allocations:,0,bytes)
5,,157.428,ms,(0,allocations:,0,bytes)
6,,140.198,ms,(0,allocations:,0,bytes)
7,,124.698,ms,(0,allocations:,0,bytes)
8,,114.712,ms,(0,allocations:,0,bytes)
9,,114.377,ms,(0,allocations:,0,bytes)
10,,124.735,ms,(0,allocations:,0,bytes)
11,,138.033,ms,(0,allocations:,0,bytes)
12,,115.581,ms,(0,allocations:,0,bytes)
13,,114.405,ms,(0,allocations:,0,bytes)
14,,117.724,ms,(0,allocations:,0,bytes)
15,,123.953,ms,(0,allocations:,0,bytes)
16,,125.405,ms,(0,allocations:,0,bytes)
17,,114.115,ms,(0,allocations:,0,bytes)
18,,134.98,ms,(0,allocations:,0,bytes)
19,,114.786,ms,(0,allocations:,0,bytes)
20,,114.482,ms,(0,allocations:,0,bytes)
21,,124.837,ms,(0,allocations:,0,bytes)
22,,114.865,ms,(0,allocations:,0,bytes)
23,,114.352,ms,(0,allocations:,0,bytes)
24,,117.912,ms,(0,allocations:,0,bytes)
25,,113.944,ms,(0,allocations:,0,bytes)
26,,114.386,ms,(0,allocations:,0,bytes)
27,,114.702,ms,(0,allocations:,0,bytes)
28,,138.529,ms,(0,allocations:,0,bytes)
29,,114.133,ms,(0,allocations:,0,bytes)
30,,115.269,ms,(0,allocations:,0,bytes)
31,,117.959,ms,(0,allocations:,0,bytes)
32,,115.34,ms,(0,allocations:,0,bytes)
33,,114.27,ms,(0,allocations:,0,bytes)
34,,114.645,ms,(0,allocations:,0,bytes)
35,,122.966,ms,(0,allocations:,0,bytes)
36,,114.287,ms,(0,allocations:,0,bytes)
37,,115.422,ms,(0,allocations:,0,bytes)
38,,138.093,ms,(0,allocations:,0,bytes)
39,,115.481,ms,(0,allocations:,0,bytes)
40,,115.1,ms,(0,allocations:,0,bytes)
41,,114.659,ms,(0,allocations:,0,bytes)
42,,114.754,ms,(0,allocations:,0,bytes)
43,,115.654,ms,(0,allocations:,0,bytes)
44,,139.716,ms,(0,allocations:,0,bytes)
45,,115.816,ms,(0,allocations:,0,bytes)
46,,115.118,ms,(0,allocations:,0,bytes)
47,,114.476,ms,(0,allocations:,0,bytes)
48,,114.413,ms,(0,allocations:,0,bytes)
49,,115.191,ms,(0,allocations:,0,bytes)
50,,131.819,ms,(0,allocations:,0,bytes)
51,,115.016,ms,(0,allocations:,0,bytes)
52,,115.581,ms,(0,allocations:,0,bytes)
53,,113.937,ms,(0,allocations:,0,bytes)
54,,114.861,ms,(0,allocations:,0,bytes)
55,,114.836,ms,(0,allocations:,0,bytes)
56,,115.556,ms,(0,allocations:,0,bytes)
57,,114.879,ms,(0,allocations:,0,bytes)
58,,131.067,ms,(0,allocations:,0,bytes)
59,,115.052,ms,(0,allocations:,0,bytes)
60,,125.529,ms,(0,allocations:,0,bytes)
61,,115.081,ms,(0,allocations:,0,bytes)
62,,114.795,ms,(0,allocations:,0,bytes)
63,,117.343,ms,(0,allocations:,0,bytes)
64,,115.978,ms,(0,allocations:,0,bytes)
65,,124.915,ms,(0,allocations:,0,bytes)
66,,115.899,ms,(0,allocations:,0,bytes)
67,,114.566,ms,(0,allocations:,0,bytes)
68,,115.406,ms,(0,allocations:,0,bytes)
69,,115.169,ms,(0,allocations:,0,bytes)
70,,115.119,ms,(0,allocations:,0,bytes)
71,,115.205,ms,(0,allocations:,0,bytes)
72,,137.362,ms,(0,allocations:,0,bytes)
