1,,604.037,ms,(0,allocations:,0,bytes)
2,,347.436,ms,(0,allocations:,0,bytes)
3,,224.959,ms,(0,allocations:,0,bytes)
4,,174.44,ms,(0,allocations:,0,bytes)
5,,141.353,ms,(0,allocations:,0,bytes)
6,,116.36,ms,(0,allocations:,0,bytes)
7,,100.724,ms,(0,allocations:,0,bytes)
8,,88.835,ms,(0,allocations:,0,bytes)
9,,78.418,ms,(0,allocations:,0,bytes)
10,,72.538,ms,(0,allocations:,0,bytes)
11,,67.422,ms,(0,allocations:,0,bytes)
12,,60.499,ms,(0,allocations:,0,bytes)
13,,54.461,ms,(0,allocations:,0,bytes)
14,,56.855,ms,(0,allocations:,0,bytes)
15,,48.869,ms,(0,allocations:,0,bytes)
16,,46.481,ms,(0,allocations:,0,bytes)
17,,42.448,ms,(0,allocations:,0,bytes)
18,,40.575,ms,(0,allocations:,0,bytes)
19,,53.724,ms,(0,allocations:,0,bytes)
20,,46.094,ms,(0,allocations:,0,bytes)
21,,37.821,ms,(0,allocations:,0,bytes)
22,,34.498,ms,(0,allocations:,0,bytes)
23,,43.354,ms,(0,allocations:,0,bytes)
24,,32.921,ms,(0,allocations:,0,bytes)
25,,29.484,ms,(0,allocations:,0,bytes)
26,,40.992,ms,(0,allocations:,0,bytes)
27,,30.144,ms,(0,allocations:,0,bytes)
28,,32.16,ms,(0,allocations:,0,bytes)
29,,28.552,ms,(0,allocations:,0,bytes)
30,,26.115,ms,(0,allocations:,0,bytes)
31,,39.504,ms,(0,allocations:,0,bytes)
32,,32.683,ms,(0,allocations:,0,bytes)
33,,23.648,ms,(0,allocations:,0,bytes)
34,,22.721,ms,(0,allocations:,0,bytes)
35,,26.059,ms,(0,allocations:,0,bytes)
36,,33.612,ms,(0,allocations:,0,bytes)
37,,21.869,ms,(0,allocations:,0,bytes)
38,,21.587,ms,(0,allocations:,0,bytes)
39,,34.909,ms,(0,allocations:,0,bytes)
40,,21.202,ms,(0,allocations:,0,bytes)
41,,32.987,ms,(0,allocations:,0,bytes)
42,,40.945,ms,(0,allocations:,0,bytes)
43,,19.627,ms,(0,allocations:,0,bytes)
44,,26.661,ms,(0,allocations:,0,bytes)
45,,39.48,ms,(0,allocations:,0,bytes)
46,,33.341,ms,(0,allocations:,0,bytes)
47,,18.765,ms,(0,allocations:,0,bytes)
48,,20.284,ms,(0,allocations:,0,bytes)
49,,18.532,ms,(0,allocations:,0,bytes)
50,,33.005,ms,(0,allocations:,0,bytes)
51,,17.013,ms,(0,allocations:,0,bytes)
52,,17.52,ms,(0,allocations:,0,bytes)
53,,32.9,ms,(0,allocations:,0,bytes)
54,,17.992,ms,(0,allocations:,0,bytes)
55,,18.288,ms,(0,allocations:,0,bytes)
56,,30.846,ms,(0,allocations:,0,bytes)
57,,21.689,ms,(0,allocations:,0,bytes)
58,,21.906,ms,(0,allocations:,0,bytes)
59,,17.863,ms,(0,allocations:,0,bytes)
60,,17.318,ms,(0,allocations:,0,bytes)
61,,36.131,ms,(0,allocations:,0,bytes)
62,,19.927,ms,(0,allocations:,0,bytes)
63,,36.227,ms,(0,allocations:,0,bytes)
64,,20.769,ms,(0,allocations:,0,bytes)
65,,15.651,ms,(0,allocations:,0,bytes)
66,,18.288,ms,(0,allocations:,0,bytes)
67,,26.4,ms,(0,allocations:,0,bytes)
68,,16.326,ms,(0,allocations:,0,bytes)
69,,35.401,ms,(0,allocations:,0,bytes)
70,,16.987,ms,(0,allocations:,0,bytes)
71,,14.882,ms,(0,allocations:,0,bytes)
72,,22.515,ms,(0,allocations:,0,bytes)
