1  1.565 s (341 allocations: 175.53 MiB)
2  1.470 s (645 allocations: 175.57 MiB)
3  1.330 s (929 allocations: 175.61 MiB)
4  1.242 s (1225 allocations: 175.64 MiB)
5  1.205 s (1497 allocations: 175.68 MiB)
6  1.168 s (1781 allocations: 175.72 MiB)
7  1.158 s (2039 allocations: 175.76 MiB)
8  1.145 s (2331 allocations: 175.80 MiB)
9  1.129 s (2578 allocations: 175.83 MiB)
10  1.124 s (2871 allocations: 175.87 MiB)
11  1.120 s (3118 allocations: 175.91 MiB)
12  1.108 s (3355 allocations: 175.94 MiB)
13  1.106 s (3695 allocations: 175.98 MiB)
14  1.094 s (3953 allocations: 176.02 MiB)
15  1.099 s (4235 allocations: 176.06 MiB)
16  1.100 s (4529 allocations: 176.10 MiB)
17  1.092 s (4818 allocations: 176.14 MiB)
18  1.116 s (5091 allocations: 176.17 MiB)
19  1.087 s (5302 allocations: 176.21 MiB)
20  1.095 s (5583 allocations: 176.25 MiB)
21  1.092 s (5924 allocations: 176.29 MiB)
22  1.085 s (6145 allocations: 176.32 MiB)
23  1.083 s (6430 allocations: 176.36 MiB)
24  1.080 s (6741 allocations: 176.40 MiB)
25  1.073 s (6928 allocations: 176.44 MiB)
26  1.085 s (7230 allocations: 176.48 MiB)
27  1.101 s (7476 allocations: 176.51 MiB)
28  1.076 s (7746 allocations: 176.55 MiB)
29  1.085 s (8056 allocations: 176.59 MiB)
30  1.082 s (8309 allocations: 176.63 MiB)
31  1.085 s (8527 allocations: 176.66 MiB)
32  1.076 s (8914 allocations: 176.70 MiB)
33  1.087 s (9168 allocations: 176.74 MiB)
34  1.100 s (9374 allocations: 176.78 MiB)
35  1.094 s (9723 allocations: 176.82 MiB)
36  1.078 s (10001 allocations: 176.86 MiB)
