1  1.574 s (23 allocations: 175.48 MiB)
2  1.519 s (23 allocations: 175.48 MiB)
3  1.378 s (23 allocations: 175.48 MiB)
4  1.332 s (23 allocations: 175.48 MiB)
5  1.201 s (23 allocations: 175.48 MiB)
6  1.233 s (23 allocations: 175.48 MiB)
7  1.246 s (23 allocations: 175.48 MiB)
8  1.224 s (23 allocations: 175.48 MiB)
9  1.174 s (23 allocations: 175.48 MiB)
10  1.212 s (23 allocations: 175.48 MiB)
11  1.233 s (23 allocations: 175.48 MiB)
12  1.242 s (23 allocations: 175.48 MiB)
13  1.254 s (23 allocations: 175.48 MiB)
14  1.212 s (23 allocations: 175.48 MiB)
15  1.202 s (23 allocations: 175.48 MiB)
16  1.215 s (23 allocations: 175.48 MiB)
17  1.185 s (23 allocations: 175.48 MiB)
18  1.197 s (23 allocations: 175.48 MiB)
19  1.203 s (23 allocations: 175.48 MiB)
20  1.232 s (23 allocations: 175.48 MiB)
21  1.223 s (23 allocations: 175.48 MiB)
22  1.134 s (23 allocations: 175.48 MiB)
23  1.214 s (23 allocations: 175.48 MiB)
24  1.213 s (23 allocations: 175.48 MiB)
25  1.185 s (23 allocations: 175.48 MiB)
26  1.092 s (23 allocations: 175.48 MiB)
27  1.240 s (23 allocations: 175.48 MiB)
28  1.220 s (23 allocations: 175.48 MiB)
29  1.237 s (23 allocations: 175.48 MiB)
30  1.225 s (23 allocations: 175.48 MiB)
31  1.216 s (23 allocations: 175.48 MiB)
32  1.241 s (23 allocations: 175.48 MiB)
33  1.209 s (23 allocations: 175.48 MiB)
34  1.220 s (23 allocations: 175.48 MiB)
35  1.225 s (23 allocations: 175.48 MiB)
36  1.211 s (23 allocations: 175.48 MiB)
