1  113.132 ms (77 allocations: 38.16 MiB)
2  91.947 ms (129 allocations: 38.16 MiB)
3  79.818 ms (181 allocations: 38.17 MiB)
4  73.002 ms (227 allocations: 38.18 MiB)
5  66.263 ms (277 allocations: 38.18 MiB)
6  64.626 ms (329 allocations: 38.19 MiB)
7  63.552 ms (377 allocations: 38.20 MiB)
8  63.697 ms (427 allocations: 38.21 MiB)
9  60.381 ms (478 allocations: 38.21 MiB)
10  58.876 ms (527 allocations: 38.22 MiB)
11  63.518 ms (589 allocations: 38.23 MiB)
12  63.094 ms (641 allocations: 38.23 MiB)
13  60.414 ms (677 allocations: 38.24 MiB)
14  64.042 ms (744 allocations: 38.25 MiB)
15  56.732 ms (777 allocations: 38.26 MiB)
16  57.871 ms (828 allocations: 38.26 MiB)
17  58.404 ms (878 allocations: 38.27 MiB)
18  59.747 ms (930 allocations: 38.28 MiB)
19  57.967 ms (978 allocations: 38.28 MiB)
20  61.807 ms (1032 allocations: 38.29 MiB)
21  60.691 ms (1101 allocations: 38.30 MiB)
22  59.496 ms (1128 allocations: 38.31 MiB)
23  61.992 ms (1193 allocations: 38.31 MiB)
24  58.056 ms (1251 allocations: 38.32 MiB)
25  62.470 ms (1298 allocations: 38.33 MiB)
26  58.331 ms (1327 allocations: 38.33 MiB)
27  60.891 ms (1392 allocations: 38.34 MiB)
28  63.689 ms (1456 allocations: 38.35 MiB)
29  72.785 ms (1499 allocations: 38.36 MiB)
30  56.918 ms (1527 allocations: 38.36 MiB)
31  65.781 ms (1615 allocations: 38.37 MiB)
32  60.024 ms (1646 allocations: 38.38 MiB)
33  61.144 ms (1702 allocations: 38.38 MiB)
34  60.663 ms (1753 allocations: 38.39 MiB)
35  63.016 ms (1815 allocations: 38.40 MiB)
36  55.561 ms (1869 allocations: 38.41 MiB)
37  64.404 ms (1906 allocations: 38.41 MiB)
38  66.922 ms (1958 allocations: 38.42 MiB)
39  61.475 ms (2009 allocations: 38.43 MiB)
40  64.360 ms (2034 allocations: 38.43 MiB)
41  63.435 ms (2091 allocations: 38.44 MiB)
42  63.291 ms (2127 allocations: 38.45 MiB)
43  66.071 ms (2222 allocations: 38.46 MiB)
44  98.911 ms (2247 allocations: 38.46 MiB)
45  64.961 ms (2305 allocations: 38.47 MiB)
46  68.091 ms (2364 allocations: 38.48 MiB)
47  64.966 ms (2414 allocations: 38.48 MiB)
48  72.617 ms (2427 allocations: 38.49 MiB)
49  60.092 ms (2477 allocations: 38.50 MiB)
50  59.518 ms (2557 allocations: 38.51 MiB)
51  56.538 ms (2598 allocations: 38.51 MiB)
52  93.622 ms (2641 allocations: 38.52 MiB)
53  67.357 ms (2709 allocations: 38.53 MiB)
54  60.033 ms (2749 allocations: 38.53 MiB)
55  56.910 ms (2782 allocations: 38.54 MiB)
56  59.803 ms (2839 allocations: 38.55 MiB)
57  57.175 ms (2877 allocations: 38.55 MiB)
58  99.562 ms (2945 allocations: 38.56 MiB)
59  60.633 ms (3007 allocations: 38.57 MiB)
60  110.596 ms (3037 allocations: 38.58 MiB)
61  97.693 ms (3087 allocations: 38.58 MiB)
62  62.285 ms (3127 allocations: 38.59 MiB)
63  100.092 ms (3190 allocations: 38.60 MiB)
64  62.303 ms (3227 allocations: 38.60 MiB)
65  99.900 ms (3293 allocations: 38.61 MiB)
66  103.800 ms (3339 allocations: 38.62 MiB)
67  92.198 ms (3377 allocations: 38.62 MiB)
68  99.270 ms (3441 allocations: 38.63 MiB)
69  59.046 ms (3486 allocations: 38.64 MiB)
70  97.513 ms (3544 allocations: 38.65 MiB)
71  94.938 ms (3594 allocations: 38.65 MiB)
72  100.862 ms (3641 allocations: 38.66 MiB)
