1  7.851 ms (17 allocations: 3.82 MiB)
2  6.396 ms (17 allocations: 3.82 MiB)
3  5.740 ms (17 allocations: 3.82 MiB)
4  5.176 ms (17 allocations: 3.82 MiB)
5  5.040 ms (17 allocations: 3.82 MiB)
6  5.019 ms (17 allocations: 3.82 MiB)
7  4.889 ms (17 allocations: 3.82 MiB)
8  4.812 ms (17 allocations: 3.82 MiB)
9  4.700 ms (17 allocations: 3.82 MiB)
10  4.537 ms (17 allocations: 3.82 MiB)
11  4.617 ms (17 allocations: 3.82 MiB)
12  4.723 ms (17 allocations: 3.82 MiB)
13  4.593 ms (17 allocations: 3.82 MiB)
14  4.569 ms (17 allocations: 3.82 MiB)
15  4.473 ms (17 allocations: 3.82 MiB)
16  4.674 ms (17 allocations: 3.82 MiB)
17  4.695 ms (17 allocations: 3.82 MiB)
18  4.832 ms (17 allocations: 3.82 MiB)
19  4.700 ms (17 allocations: 3.82 MiB)
20  4.643 ms (17 allocations: 3.82 MiB)
21  4.725 ms (17 allocations: 3.82 MiB)
22  4.644 ms (17 allocations: 3.82 MiB)
23  4.663 ms (17 allocations: 3.82 MiB)
24  4.586 ms (17 allocations: 3.82 MiB)
25  4.826 ms (17 allocations: 3.82 MiB)
26  4.920 ms (17 allocations: 3.82 MiB)
27  4.814 ms (17 allocations: 3.82 MiB)
28  4.919 ms (17 allocations: 3.82 MiB)
29  4.923 ms (17 allocations: 3.82 MiB)
30  4.967 ms (17 allocations: 3.82 MiB)
31  5.070 ms (17 allocations: 3.82 MiB)
32  4.944 ms (17 allocations: 3.82 MiB)
