1  9.077 ms (0 allocations: 0 bytes)
2  7.648 ms (0 allocations: 0 bytes)
3  8.340 ms (0 allocations: 0 bytes)
4  8.749 ms (0 allocations: 0 bytes)
5  8.150 ms (0 allocations: 0 bytes)
6  8.906 ms (0 allocations: 0 bytes)
7  7.790 ms (0 allocations: 0 bytes)
8  8.845 ms (0 allocations: 0 bytes)
9  9.046 ms (0 allocations: 0 bytes)
10  7.441 ms (0 allocations: 0 bytes)
11  7.999 ms (0 allocations: 0 bytes)
12  8.105 ms (0 allocations: 0 bytes)
13  8.489 ms (0 allocations: 0 bytes)
14  8.308 ms (0 allocations: 0 bytes)
15  7.506 ms (0 allocations: 0 bytes)
16  8.806 ms (0 allocations: 0 bytes)
17  8.984 ms (0 allocations: 0 bytes)
18  7.406 ms (0 allocations: 0 bytes)
19  9.453 ms (0 allocations: 0 bytes)
20  8.289 ms (0 allocations: 0 bytes)
21  8.494 ms (0 allocations: 0 bytes)
22  7.439 ms (0 allocations: 0 bytes)
23  8.750 ms (0 allocations: 0 bytes)
24  7.950 ms (0 allocations: 0 bytes)
25  7.826 ms (0 allocations: 0 bytes)
26  8.202 ms (0 allocations: 0 bytes)
27  8.058 ms (0 allocations: 0 bytes)
28  8.094 ms (0 allocations: 0 bytes)
29  10.709 ms (0 allocations: 0 bytes)
30  7.401 ms (0 allocations: 0 bytes)
31  8.777 ms (0 allocations: 0 bytes)
32  8.420 ms (0 allocations: 0 bytes)
