1  1.585 s (341 allocations: 175.53 MiB)
2  1.763 s (341 allocations: 175.53 MiB)
3  1.769 s (341 allocations: 175.53 MiB)
4  1.705 s (341 allocations: 175.53 MiB)
5  1.578 s (341 allocations: 175.53 MiB)
6  1.621 s (341 allocations: 175.53 MiB)
7  1.628 s (341 allocations: 175.53 MiB)
8  1.662 s (341 allocations: 175.53 MiB)
9  1.695 s (341 allocations: 175.53 MiB)
10  1.645 s (341 allocations: 175.53 MiB)
11  1.639 s (341 allocations: 175.53 MiB)
12  1.656 s (341 allocations: 175.53 MiB)
13  1.623 s (341 allocations: 175.53 MiB)
14  1.652 s (341 allocations: 175.53 MiB)
15  1.673 s (341 allocations: 175.53 MiB)
16  1.750 s (341 allocations: 175.53 MiB)
17  1.620 s (341 allocations: 175.53 MiB)
18  1.683 s (341 allocations: 175.53 MiB)
19  1.687 s (341 allocations: 175.53 MiB)
20  1.694 s (341 allocations: 175.53 MiB)
21  1.659 s (341 allocations: 175.53 MiB)
22  1.690 s (341 allocations: 175.53 MiB)
23  1.672 s (341 allocations: 175.53 MiB)
24  1.677 s (341 allocations: 175.53 MiB)
25  1.675 s (341 allocations: 175.53 MiB)
26  1.676 s (341 allocations: 175.53 MiB)
27  1.669 s (341 allocations: 175.53 MiB)
28  1.688 s (341 allocations: 175.53 MiB)
29  1.693 s (341 allocations: 175.53 MiB)
30  1.676 s (341 allocations: 175.53 MiB)
31  1.673 s (341 allocations: 175.53 MiB)
32  1.667 s (341 allocations: 175.53 MiB)
32  1.698 s (341 allocations: 175.53 MiB)
32  1.693 s (341 allocations: 175.53 MiB)
32  1.693 s (341 allocations: 175.53 MiB)
32  1.677 s (341 allocations: 175.53 MiB)
